;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29.5.2020. 11:44:08
;----------------------------------------------

;Address Opcode 	ASM
0x0256	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,873 :: 		
0x0258	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,874 :: 		
0x025A	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,875 :: 		
0x025C	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,876 :: 		
0x025E	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,877 :: 		
0x0260	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,878 :: 		
0x0262	0xD00D      	BRA         SOK22LD
;__Lib_Math.c,880 :: 		
SADD22LD:
;__Lib_Math.c,881 :: 		
0x0264	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,882 :: 		
0x0266	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,883 :: 		
0x0268	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,884 :: 		
0x026A	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,885 :: 		
0x026C	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,886 :: 		
0x026E	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,887 :: 		
0x0270	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,888 :: 		
0x0272	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,889 :: 		
0x0274	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,890 :: 		
0x0276	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,891 :: 		
0x0278	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,893 :: 		
0x027A	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,894 :: 		
0x027C	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,896 :: 		
SOK22LD:
;__Lib_Math.c,897 :: 		
0x027E	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,899 :: 		
0x0280	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,900 :: 		
0x0282	0xD7DA      	BRA         LOOPS3232D
;__Lib_Math.c,902 :: 		
0x0284	0xB000      	BTFSC       R0, 0, 0
;__Lib_Math.c,903 :: 		
0x0286	0xD00E      	BRA         SOK22L
;__Lib_Math.c,904 :: 		
0x0288	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,905 :: 		
0x028A	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,906 :: 		
0x028C	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,907 :: 		
0x028E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,908 :: 		
0x0290	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,909 :: 		
0x0292	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,910 :: 		
0x0294	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,911 :: 		
0x0296	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,912 :: 		
0x0298	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,913 :: 		
0x029A	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,914 :: 		
0x029C	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,915 :: 		
0x029E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,916 :: 		
0x02A0	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,917 :: 		
0x02A2	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,918 :: 		
SOK22L:
;__Lib_Math.c,920 :: 		
L_end_SDIV3232L:
0x02A4	0x0012      	RETURN      0
; end of _SDIV3232L
_Delay_1us:
;__Lib_Delays.c,7 :: 		void Delay_1us() {
;__Lib_Delays.c,8 :: 		Delay_us(1);
0x02A6	0x0000      	NOP
0x02A8	0x0000      	NOP
;__Lib_Delays.c,9 :: 		}
L_end_Delay_1us:
0x02AA	0x0012      	RETURN      0
; end of _Delay_1us
_Delay_5500us:
;__Lib_Delays.c,31 :: 		void Delay_5500us() {
;__Lib_Delays.c,32 :: 		Delay_us(5500);
0x02AC	0x0E0F      	MOVLW       15
0x02AE	0x6E0C      	MOVWF       R12, 0
0x02B0	0x0E47      	MOVLW       71
0x02B2	0x6E0D      	MOVWF       R13, 0
L_Delay_5500us5:
0x02B4	0x2E0D      	DECFSZ      R13, 1, 0
0x02B6	0xD7FE      	BRA         L_Delay_5500us5
0x02B8	0x2E0C      	DECFSZ      R12, 1, 0
0x02BA	0xD7FC      	BRA         L_Delay_5500us5
0x02BC	0x0000      	NOP
0x02BE	0x0000      	NOP
;__Lib_Delays.c,33 :: 		}
L_end_Delay_5500us:
0x02C0	0x0012      	RETURN      0
; end of _Delay_5500us
_SPI1_Write:
;__Lib_SPI_c345.c,76 :: 		
;__Lib_SPI_c345.c,79 :: 		
0x02C2	0xFFC9C09E  	MOVFF       FARG_SPI1_Write_data_, SSPBUF
;__Lib_SPI_c345.c,80 :: 		
L_SPI1_Write8:
0x02C6	0xB0C7      	BTFSC       SSPSTAT, 0 
0x02C8	0xD002      	BRA         L_SPI1_Write9
;__Lib_SPI_c345.c,81 :: 		
0x02CA	0x0000      	NOP
0x02CC	0xD7FC      	BRA         L_SPI1_Write8
L_SPI1_Write9:
;__Lib_SPI_c345.c,82 :: 		
0x02CE	0xF000CFC9  	MOVFF       SSPBUF, R0
;__Lib_SPI_c345.c,84 :: 		
L_end_SPI1_Write:
0x02D2	0x0012      	RETURN      0
; end of _SPI1_Write
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x02D4	0x0100      	MOVLB       0
0x02D6	0xBF9E      	BTFSC       FARG_Lcd_Cmd_out_char, 7, 1
0x02D8	0xD002      	BRA         L__Lcd_Cmd21
0x02DA	0x9E83      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x02DC	0xD001      	BRA         L__Lcd_Cmd22
L__Lcd_Cmd21:
0x02DE	0x8E83      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd22:
;__Lib_Lcd.c,21 :: 		
0x02E0	0xBD9E      	BTFSC       FARG_Lcd_Cmd_out_char, 6, 1
0x02E2	0xD002      	BRA         L__Lcd_Cmd23
0x02E4	0x9C83      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x02E6	0xD001      	BRA         L__Lcd_Cmd24
L__Lcd_Cmd23:
0x02E8	0x8C83      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd24:
;__Lib_Lcd.c,22 :: 		
0x02EA	0xBB9E      	BTFSC       FARG_Lcd_Cmd_out_char, 5, 1
0x02EC	0xD002      	BRA         L__Lcd_Cmd25
0x02EE	0x9A83      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x02F0	0xD001      	BRA         L__Lcd_Cmd26
L__Lcd_Cmd25:
0x02F2	0x8A83      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd26:
;__Lib_Lcd.c,23 :: 		
0x02F4	0xB99E      	BTFSC       FARG_Lcd_Cmd_out_char, 4, 1
0x02F6	0xD002      	BRA         L__Lcd_Cmd27
0x02F8	0x9883      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x02FA	0xD001      	BRA         L__Lcd_Cmd28
L__Lcd_Cmd27:
0x02FC	0x8883      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd28:
;__Lib_Lcd.c,25 :: 		
0x02FE	0xB07F      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x0300	0xD002      	BRA         L__Lcd_Cmd29
0x0302	0x8483      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x0304	0xD001      	BRA         L__Lcd_Cmd30
L__Lcd_Cmd29:
0x0306	0x9483      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd30:
;__Lib_Lcd.c,28 :: 		
0x0308	0x8683      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,29 :: 		
0x030A	0xDFCD      	RCALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x030C	0x9683      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,33 :: 		
0x030E	0xB79E      	BTFSC       FARG_Lcd_Cmd_out_char, 3, 1
0x0310	0xD002      	BRA         L__Lcd_Cmd31
0x0312	0x9E83      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x0314	0xD001      	BRA         L__Lcd_Cmd32
L__Lcd_Cmd31:
0x0316	0x8E83      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd32:
;__Lib_Lcd.c,34 :: 		
0x0318	0xB59E      	BTFSC       FARG_Lcd_Cmd_out_char, 2, 1
0x031A	0xD002      	BRA         L__Lcd_Cmd33
0x031C	0x9C83      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x031E	0xD001      	BRA         L__Lcd_Cmd34
L__Lcd_Cmd33:
0x0320	0x8C83      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd34:
;__Lib_Lcd.c,35 :: 		
0x0322	0xB39E      	BTFSC       FARG_Lcd_Cmd_out_char, 1, 1
0x0324	0xD002      	BRA         L__Lcd_Cmd35
0x0326	0x9A83      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x0328	0xD001      	BRA         L__Lcd_Cmd36
L__Lcd_Cmd35:
0x032A	0x8A83      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd36:
;__Lib_Lcd.c,36 :: 		
0x032C	0xB19E      	BTFSC       FARG_Lcd_Cmd_out_char, 0, 1
0x032E	0xD002      	BRA         L__Lcd_Cmd37
0x0330	0x9883      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x0332	0xD001      	BRA         L__Lcd_Cmd38
L__Lcd_Cmd37:
0x0334	0x8883      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd38:
;__Lib_Lcd.c,38 :: 		
0x0336	0xB07F      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x0338	0xD002      	BRA         L__Lcd_Cmd39
0x033A	0x8483      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x033C	0xD001      	BRA         L__Lcd_Cmd40
L__Lcd_Cmd39:
0x033E	0x9483      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd40:
;__Lib_Lcd.c,40 :: 		
0x0340	0x8683      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,41 :: 		
0x0342	0xDFB1      	RCALL       _Delay_1us
;__Lib_Lcd.c,42 :: 		
0x0344	0x9683      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,44 :: 		
0x0346	0xA07F      	BTFSS       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x0348	0xD002      	BRA         L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x034A	0xDFB0      	RCALL       _Delay_5500us
0x034C	0xD001      	BRA         L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x034E	0xDE6E      	RCALL       _Delay_50us
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x0350	0x0012      	RETURN      0
; end of _Lcd_Cmd
_Mul_32x32_U:
;__Lib_Math.c,1616 :: 		
;__Lib_Math.c,1631 :: 		
0x0352	0x0E22      	MOVLW       34
;__Lib_Math.c,1632 :: 		
0x0354	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,1633 :: 		
0x0356	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,1634 :: 		
0x0358	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,1635 :: 		
0x035A	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,1636 :: 		
0x035C	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,1638 :: 		
_NEXT:
;__Lib_Math.c,1642 :: 		
0x035E	0x060C      	DECF        R12, 1, 0
;__Lib_Math.c,1643 :: 		
0x0360	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1644 :: 		
0x0362	0xD01F      	BRA         _EXIT2
;__Lib_Math.c,1645 :: 		
0x0364	0x90D8      	BCF         STATUS, 0, 0
;__Lib_Math.c,1647 :: 		
_LOOP:
;__Lib_Math.c,1656 :: 		
0x0366	0x320B      	RRCF        R11, 1, 0
;__Lib_Math.c,1657 :: 		
0x0368	0x320A      	RRCF        R10, 1, 0
;__Lib_Math.c,1658 :: 		
0x036A	0x3209      	RRCF        R9, 1, 0
;__Lib_Math.c,1659 :: 		
0x036C	0x3208      	RRCF        R8, 1, 0
;__Lib_Math.c,1660 :: 		
0x036E	0x3203      	RRCF        R3, 1, 0
;__Lib_Math.c,1661 :: 		
0x0370	0x3202      	RRCF        R2, 1, 0
;__Lib_Math.c,1662 :: 		
0x0372	0x3201      	RRCF        R1, 1, 0
;__Lib_Math.c,1663 :: 		
0x0374	0x3200      	RRCF        R0, 1, 0
;__Lib_Math.c,1668 :: 		
0x0376	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,1669 :: 		
0x0378	0xD7F2      	BRA         _NEXT
;__Lib_Math.c,1670 :: 		
0x037A	0x060C      	DECF        R12, 1, 0
;__Lib_Math.c,1671 :: 		
0x037C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1672 :: 		
0x037E	0xD009      	BRA         _EXIT1
;__Lib_Math.c,1679 :: 		
0x0380	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1680 :: 		
0x0382	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,1681 :: 		
0x0384	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1684 :: 		
0x0386	0x2209      	ADDWFC      R9, 1, 0
;__Lib_Math.c,1685 :: 		
0x0388	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1688 :: 		
0x038A	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,1689 :: 		
0x038C	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1692 :: 		
0x038E	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,1694 :: 		
0x0390	0xD7EA      	BRA         _LOOP
;__Lib_Math.c,1696 :: 		
_EXIT1:
;__Lib_Math.c,1701 :: 		
0x0392	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1702 :: 		
0x0394	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,1703 :: 		
0x0396	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,1706 :: 		
0x0398	0x2209      	ADDWFC      R9, 1, 0
;__Lib_Math.c,1707 :: 		
0x039A	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,1710 :: 		
0x039C	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,1711 :: 		
0x039E	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,1714 :: 		
0x03A0	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,1717 :: 		
_EXIT2:
;__Lib_Math.c,1719 :: 		
L_end_Mul_32x32_U:
0x03A2	0x0012      	RETURN      0
; end of _Mul_32x32_U
_Div_32x32_S:
;__Lib_Math.c,942 :: 		
;__Lib_Math.c,955 :: 		
0x03A4	0x5004      	MOVF        R4, 0 
0x03A6	0x0A00      	XORLW       0
0x03A8	0xE112      	BNZ         L_Div_32x32_S6
;__Lib_Math.c,956 :: 		
0x03AA	0x5005      	MOVF        R5, 0 
0x03AC	0x0A00      	XORLW       0
0x03AE	0xE10F      	BNZ         L_Div_32x32_S7
;__Lib_Math.c,957 :: 		
0x03B0	0x5006      	MOVF        R6, 0 
0x03B2	0x0A00      	XORLW       0
0x03B4	0xE10C      	BNZ         L_Div_32x32_S8
;__Lib_Math.c,958 :: 		
0x03B6	0x5007      	MOVF        R7, 0 
0x03B8	0x0A00      	XORLW       0
0x03BA	0xE109      	BNZ         L_Div_32x32_S9
;__Lib_Math.c,959 :: 		
0x03BC	0x0EFF      	MOVLW       255
0x03BE	0x6E00      	MOVWF       R0 
;__Lib_Math.c,960 :: 		
0x03C0	0x0EFF      	MOVLW       255
0x03C2	0x6E01      	MOVWF       R1 
;__Lib_Math.c,961 :: 		
0x03C4	0x0EFF      	MOVLW       255
0x03C6	0x6E02      	MOVWF       R2 
;__Lib_Math.c,962 :: 		
0x03C8	0x0E7F      	MOVLW       127
0x03CA	0x6E03      	MOVWF       R3 
;__Lib_Math.c,963 :: 		
0x03CC	0xD097      	BRA         L_end_Div_32x32_S
;__Lib_Math.c,964 :: 		
L_Div_32x32_S9:
L_Div_32x32_S8:
L_Div_32x32_S7:
L_Div_32x32_S6:
;__Lib_Math.c,968 :: 		
0x03CE	0x6A0C      	CLRF        R12, 0
;__Lib_Math.c,969 :: 		
0x03D0	0xBE07      	BTFSC       R7, 7, 0
;__Lib_Math.c,970 :: 		
0x03D2	0x2A0C      	INCF        R12, 1, 0
;__Lib_Math.c,972 :: 		
0x03D4	0x6A0D      	CLRF        R13, 0
;__Lib_Math.c,973 :: 		
0x03D6	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,974 :: 		
0x03D8	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,975 :: 		
0x03DA	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,976 :: 		
0x03DC	0x6A08      	CLRF        R8, 0
;__Lib_Math.c,977 :: 		
0x03DE	0x5003      	MOVF        R3, 0, 0
;__Lib_Math.c,978 :: 		
0x03E0	0x1002      	IORWF       R2, 0, 0
;__Lib_Math.c,979 :: 		
0x03E2	0x1001      	IORWF       R1, 0, 0
;__Lib_Math.c,980 :: 		
0x03E4	0x1000      	IORWF       R0, 0, 0
;__Lib_Math.c,981 :: 		
0x03E6	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,982 :: 		
0x03E8	0xD084      	BRA         END_ALL
;__Lib_Math.c,986 :: 		
0x03EA	0x5003      	MOVF        R3, 0, 0
;__Lib_Math.c,987 :: 		
0x03EC	0x1807      	XORWF       R7, 0, 0
;__Lib_Math.c,988 :: 		
0x03EE	0x6E0E      	MOVWF       R14, 0
;__Lib_Math.c,989 :: 		
0x03F0	0xBE0E      	BTFSC       R14, 7, 0
;__Lib_Math.c,990 :: 		
0x03F2	0x1E0D      	COMF        R13, 1, 0
;__Lib_Math.c,993 :: 		
0x03F4	0xAE07      	BTFSS       R7, 7, 0
;__Lib_Math.c,994 :: 		
0x03F6	0xD00B      	BRA         CA3232S
;__Lib_Math.c,996 :: 		
0x03F8	0x1E04      	COMF        R4, 1, 0
;__Lib_Math.c,997 :: 		
0x03FA	0x1E05      	COMF        R5, 1, 0
;__Lib_Math.c,998 :: 		
0x03FC	0x1E06      	COMF        R6, 1, 0
;__Lib_Math.c,999 :: 		
0x03FE	0x1E07      	COMF        R7, 1, 0
;__Lib_Math.c,1000 :: 		
0x0400	0x2A04      	INCF        R4, 1, 0
;__Lib_Math.c,1001 :: 		
0x0402	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1002 :: 		
0x0404	0x2A05      	INCF        R5, 1, 0
;__Lib_Math.c,1003 :: 		
0x0406	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1004 :: 		
0x0408	0x2A06      	INCF        R6, 1, 0
;__Lib_Math.c,1005 :: 		
0x040A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1006 :: 		
0x040C	0x2A07      	INCF        R7, 1, 0
;__Lib_Math.c,1008 :: 		
CA3232S:
;__Lib_Math.c,1009 :: 		
0x040E	0xAE03      	BTFSS       R3, 7, 0
;__Lib_Math.c,1010 :: 		
0x0410	0xD00B      	BRA         C3232SX
;__Lib_Math.c,1012 :: 		
0x0412	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,1013 :: 		
0x0414	0x1E01      	COMF        R1, 1, 0
;__Lib_Math.c,1014 :: 		
0x0416	0x1E02      	COMF        R2, 1, 0
;__Lib_Math.c,1015 :: 		
0x0418	0x1E03      	COMF        R3, 1, 0
;__Lib_Math.c,1016 :: 		
0x041A	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,1017 :: 		
0x041C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1018 :: 		
0x041E	0x2A01      	INCF        R1, 1, 0
;__Lib_Math.c,1019 :: 		
0x0420	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1020 :: 		
0x0422	0x2A02      	INCF        R2, 1, 0
;__Lib_Math.c,1021 :: 		
0x0424	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1022 :: 		
0x0426	0x2A03      	INCF        R3, 1, 0
;__Lib_Math.c,1024 :: 		
C3232SX:
;__Lib_Math.c,1025 :: 		
0x0428	0x5003      	MOVF        R3, 0, 0
;__Lib_Math.c,1026 :: 		
0x042A	0x1007      	IORWF       R7, 0, 0
;__Lib_Math.c,1027 :: 		
0x042C	0x6E0E      	MOVWF       R14, 0
;__Lib_Math.c,1028 :: 		
0x042E	0xBE0E      	BTFSC       R14, 7, 0
;__Lib_Math.c,1029 :: 		
0x0430	0xD01C      	BRA         C3232SX1
;__Lib_Math.c,1030 :: 		
C3232S:
;__Lib_Math.c,1034 :: 		
0x0432	0xDE0D      	RCALL       _SDIV3232L
;__Lib_Math.c,1038 :: 		
0x0434	0xBE0C      	BTFSC       R12, 7, 0
;__Lib_Math.c,1039 :: 		
0x0436	0xD036      	BRA         C3232SX4
;__Lib_Math.c,1041 :: 		
C3232SOK:
;__Lib_Math.c,1042 :: 		
0x0438	0xAE0D      	BTFSS       R13, 7, 0
;__Lib_Math.c,1043 :: 		
0x043A	0xD05B      	BRA         END_ALL
;__Lib_Math.c,1045 :: 		
0x043C	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,1046 :: 		
0x043E	0x1E01      	COMF        R1, 1, 0
;__Lib_Math.c,1047 :: 		
0x0440	0x1E02      	COMF        R2, 1, 0
;__Lib_Math.c,1048 :: 		
0x0442	0x1E03      	COMF        R3, 1, 0
;__Lib_Math.c,1049 :: 		
0x0444	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,1050 :: 		
0x0446	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1051 :: 		
0x0448	0x2A01      	INCF        R1, 1, 0
;__Lib_Math.c,1052 :: 		
0x044A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1053 :: 		
0x044C	0x2A02      	INCF        R2, 1, 0
;__Lib_Math.c,1054 :: 		
0x044E	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1055 :: 		
0x0450	0x2A03      	INCF        R3, 1, 0
;__Lib_Math.c,1057 :: 		
0x0452	0x1E08      	COMF        R8, 1, 0
;__Lib_Math.c,1058 :: 		
0x0454	0x1E09      	COMF        R9, 1, 0
;__Lib_Math.c,1059 :: 		
0x0456	0x1E0A      	COMF        R10, 1, 0
;__Lib_Math.c,1060 :: 		
0x0458	0x1E0B      	COMF        R11, 1, 0
;__Lib_Math.c,1061 :: 		
0x045A	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,1062 :: 		
0x045C	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1063 :: 		
0x045E	0x2A09      	INCF        R9, 1, 0
;__Lib_Math.c,1064 :: 		
0x0460	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1065 :: 		
0x0462	0x2A0A      	INCF        R10, 1, 0
;__Lib_Math.c,1066 :: 		
0x0464	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1067 :: 		
0x0466	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,1068 :: 		
0x0468	0xD044      	BRA         END_ALL
;__Lib_Math.c,1069 :: 		
C3232SX1:
;__Lib_Math.c,1072 :: 		
0x046A	0xAE07      	BTFSS       R7, 7, 0
;__Lib_Math.c,1073 :: 		
0x046C	0xD015      	BRA         C3232SX3
;__Lib_Math.c,1074 :: 		
0x046E	0xBE03      	BTFSC       R3, 7, 0
;__Lib_Math.c,1075 :: 		
0x0470	0xD00D      	BRA         C3232SX2
;__Lib_Math.c,1076 :: 		
0x0472	0x5003      	MOVF        R3, 0, 0
;__Lib_Math.c,1077 :: 		
0x0474	0x6E0B      	MOVWF       R11, 0
;__Lib_Math.c,1078 :: 		
0x0476	0x5002      	MOVF        R2, 0, 0
;__Lib_Math.c,1079 :: 		
0x0478	0x6E0A      	MOVWF       R10, 0
;__Lib_Math.c,1080 :: 		
0x047A	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,1081 :: 		
0x047C	0x6E09      	MOVWF       R9, 0
;__Lib_Math.c,1082 :: 		
0x047E	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,1083 :: 		
0x0480	0x6E08      	MOVWF       R8, 0
;__Lib_Math.c,1084 :: 		
0x0482	0x6A03      	CLRF        R3, 0
;__Lib_Math.c,1085 :: 		
0x0484	0x6A02      	CLRF        R2, 0
;__Lib_Math.c,1086 :: 		
0x0486	0x6A01      	CLRF        R1, 0
;__Lib_Math.c,1087 :: 		
0x0488	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,1088 :: 		
0x048A	0xD7D6      	BRA         C3232SOK
;__Lib_Math.c,1089 :: 		
C3232SX2:
;__Lib_Math.c,1090 :: 		
0x048C	0x6A03      	CLRF        R3, 0
;__Lib_Math.c,1091 :: 		
0x048E	0x6A02      	CLRF        R2, 0
;__Lib_Math.c,1092 :: 		
0x0490	0x6A01      	CLRF        R1, 0
;__Lib_Math.c,1093 :: 		
0x0492	0x6A00      	CLRF        R0, 0
;__Lib_Math.c,1094 :: 		
0x0494	0x2A00      	INCF        R0, 1, 0
;__Lib_Math.c,1095 :: 		
0x0496	0x0C00      	RETLW       0
;__Lib_Math.c,1097 :: 		
C3232SX3:
;__Lib_Math.c,1098 :: 		
0x0498	0x1E03      	COMF        R3, 1, 0
;__Lib_Math.c,1099 :: 		
0x049A	0x1E02      	COMF        R2, 1, 0
;__Lib_Math.c,1100 :: 		
0x049C	0x1E01      	COMF        R1, 1, 0
;__Lib_Math.c,1101 :: 		
0x049E	0x1E00      	COMF        R0, 1, 0
;__Lib_Math.c,1103 :: 		
0x04A0	0x8E0C      	BSF         R12, 7, 0
;__Lib_Math.c,1104 :: 		
0x04A2	0xD7C7      	BRA         C3232S
;__Lib_Math.c,1105 :: 		
C3232SX4:
;__Lib_Math.c,1108 :: 		
0x04A4	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,1109 :: 		
0x04A6	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1110 :: 		
0x04A8	0x2A09      	INCF        R9, 1, 0
;__Lib_Math.c,1111 :: 		
0x04AA	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1112 :: 		
0x04AC	0x2A0A      	INCF        R10, 1, 0
;__Lib_Math.c,1113 :: 		
0x04AE	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,1114 :: 		
0x04B0	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,1115 :: 		
0x04B2	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,1116 :: 		
0x04B4	0x5C08      	SUBWF       R8, 0, 0
